"Date","Bot","Page path","Response status codes","Hits","Last hit date"
"9/28/2025","OpenAI - user bot","/post/pioneering-ai-for-a-competitive-edge-at-the-pharma-marketing-summit","200","2","9/29/2025"
"9/28/2025","OpenAI - user bot","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/28/2025","Meta AI - training bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/28/2025","Facebook","/robots.txt","200","1","9/30/2025"
"9/28/2025","OpenAI - user bot","/blog","200","2","9/30/2025"
"9/28/2025","Perplexity - training bot","/blog","200","2","9/30/2025"
"9/28/2025","Ahrefs","/blog/tags/exogenous-factors","200","1","9/29/2025"
"9/28/2025","bot_type_google_bot","/","200","2","9/30/2025"
"9/28/2025","Meta AI - training bot","/careers-apply","404","1","9/29/2025"
"9/28/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","2","9/29/2025"
"9/28/2025","Perplexity - training bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","2","9/29/2025"
"9/28/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/28/2025","Meta AI - training bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/28/2025","Perplexity - training bot","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/28/2025","Perplexity - training bot","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/28/2025","Meta AI - training bot","/post/so-you-want-to-join-the-generative-ai-bandwagon-psst-here-s-a-cheat-sheet","200","1","9/30/2025"
"9/28/2025","OpenAI - search bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/28/2025","OpenAI - search bot","/ai4lifesciences","200","1","9/30/2025"
"9/28/2025","OpenAI - search bot","/contact","200","1","9/29/2025"
"9/28/2025","OpenAI - user bot","/blog/categories/palantir-foundry-resources","200","2","9/29/2025"
"9/28/2025","Unknown","/blog","200","2","9/30/2025"
"9/28/2025","OpenAI - user bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","2","9/29/2025"
"9/28/2025","OpenAI - user bot","/blog/categories/generative-ai","200","1","9/30/2025"
"9/28/2025","OpenAI - user bot","/","200","6","9/30/2025"
"9/28/2025","Perplexity - training bot","/ai4lifesciences","200","1","9/30/2025"
"9/28/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/28/2025","OpenAI - user bot","/blog/categories/advanced-analytics","200","2","9/30/2025"
"9/28/2025","Meta AI - training bot","/","200","4","9/30/2025"
"9/28/2025","OpenAI - user bot","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/28/2025","Meta AI - training bot","/blog/categories/events","200","1","9/29/2025"
"9/28/2025","Perplexity - training bot","/capabilities","200","2","9/30/2025"
"9/28/2025","Perplexity - training bot","/post/embracing-ai-the-future-of-pharma-marketing","200","2","9/29/2025"
"9/28/2025","OpenAI - search bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/28/2025","OpenAI - search bot","/blank","200","1","9/29/2025"
"9/28/2025","Unknown","/","200","4","9/30/2025"
"9/28/2025","Meta AI - training bot","/post/navigating-the-future-the-role-of-pharma-analytics-in-precision-medicine","200","2","9/29/2025"
"9/28/2025","Meta AI - training bot","/blog","200","1","9/30/2025"
"9/28/2025","OpenAI - user bot","/capabilities","200","2","9/30/2025"
"9/28/2025","Meta AI - training bot","/post/you-have-your-sales-forecast-now-what","200","1","9/29/2025"
"9/28/2025","SemrushBot","/","200","1","9/30/2025"
"9/27/2025","OpenAI - user bot","/capabilities","200","4","9/30/2025"
"9/27/2025","OpenAI - user bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/27/2025","Unknown","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/27/2025","Perplexity - training bot","/ai4lifesciences","200","1","9/30/2025"
"9/27/2025","Perplexity - training bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/27/2025","OpenAI - user bot","/blog/categories/advanced-analytics","200","3","9/30/2025"
"9/27/2025","OpenAI - user bot","/blank","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/ai4lifesciences","200","1","9/30/2025"
"9/27/2025","Meta AI - training bot","/","200","3","9/30/2025"
"9/27/2025","Ahrefs","/blog/tags/roi","200","1","9/29/2025"
"9/27/2025","Ahrefs","/blog/tags/lifesciences","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/capabilities","200","1","9/30/2025"
"9/27/2025","OpenAI - search bot","/","200","1","9/30/2025"
"9/27/2025","OpenAI - user bot","/blog","200","2","9/30/2025"
"9/27/2025","Ahrefs","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/27/2025","OpenAI - user bot","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/27/2025","Meta AI - training bot","/blog/categories/generative-ai","200","2","9/30/2025"
"9/27/2025","Unknown","/sellers.json","400","1","9/28/2025"
"9/27/2025","Unknown","/","200","1","9/30/2025"
"9/27/2025","bot_type_google_bot","/","200","1","9/30/2025"
"9/27/2025","OpenAI - user bot","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/27/2025","OpenAI - search bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/27/2025","Ahrefs","/blog/tags/forecasting","200","1","9/26/2025"
"9/27/2025","Facebook","/robots.txt","200","1","9/30/2025"
"9/27/2025","OpenAI - user bot","/ai4lifesciences","200","3","9/30/2025"
"9/27/2025","Meta AI - training bot","/blog/categories/events","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/27/2025","OpenAI - user bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/27/2025","Barkrowler","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/27/2025","OpenAI - user bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/27/2025","OpenAI - user bot","/post/pioneering-ai-for-a-competitive-edge-at-the-pharma-marketing-summit","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/27/2025","OpenAI - user bot","/","200","6","9/30/2025"
"9/27/2025","Perplexity - training bot","/","200","2","9/30/2025"
"9/27/2025","Unknown","/blog/tags/openai","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/index.html","400","1","9/26/2025"
"9/27/2025","Perplexity - training bot","/blog","200","2","9/30/2025"
"9/27/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","2","9/30/2025"
"9/27/2025","Meta AI - training bot","/contact","200","1","9/29/2025"
"9/27/2025","OpenAI - user bot","/blog/categories/generative-ai","200","1","9/30/2025"
"9/27/2025","Meta AI - training bot","/post/pioneering-ai-for-a-competitive-edge-at-the-pharma-marketing-summit","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/post/you-have-your-sales-forecast-now-what","200","1","9/29/2025"
"9/27/2025","Meta AI - training bot","/careers-apply","404","1","9/29/2025"
"9/27/2025","duckduckgo","/","200","1","9/30/2025"
"9/27/2025","Unknown","/blog","200","1","9/30/2025"
"9/27/2025","Meta AI - training bot","/blog","200","2","9/30/2025"
"9/26/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/26/2025","OpenAI - user bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/26/2025","Perplexity - training bot","/capabilities","200","1","9/30/2025"
"9/26/2025","Unknown","/","200","3","9/30/2025"
"9/26/2025","Perplexity - training bot","/blog","200","1","9/30/2025"
"9/26/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/26/2025","Ahrefs","/blog/tags/arima","200","1","9/25/2025"
"9/26/2025","bot_type_google_bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/26/2025","OpenAI - user bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/26/2025","OpenAI - user bot","/contact","200","1","9/29/2025"
"9/26/2025","Perplexity - training bot","/","200","1","9/30/2025"
"9/26/2025","Meta AI - training bot","/index.html","400","1","9/26/2025"
"9/26/2025","OpenAI - user bot","/ai4lifesciences","200","1","9/30/2025"
"9/26/2025","OpenAI - user bot","/capabilities","200","1","9/30/2025"
"9/26/2025","Ahrefs","/blog/tags/time-series","200","1","9/25/2025"
"9/26/2025","YandexBot/3.0","/post/making-data-science-and-ai-initiatives-efficient-and-scalable","200","1","9/29/2025"
"9/26/2025","OpenAI - user bot","/blank","200","1","9/29/2025"
"9/26/2025","OpenAI - user bot","/","200","5","9/30/2025"
"9/26/2025","Facebook","/robots.txt","200","2","9/30/2025"
"9/26/2025","OpenAI - user bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/26/2025","Perplexity - training bot","/ai4lifesciences","200","1","9/30/2025"
"9/26/2025","OpenAI - user bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","1","9/29/2025"
"9/26/2025","Meta AI - training bot","/","200","1","9/30/2025"
"9/26/2025","OpenAI - user bot","/blog","200","1","9/30/2025"
"9/26/2025","Ahrefs","/blog","200","1","9/30/2025"
"9/26/2025","Perplexity - training bot","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/26/2025","Ahrefs","/robots.txt","200","1","9/30/2025"
"9/26/2025","OpenAI - user bot","/blog/categories/advanced-analytics","200","2","9/30/2025"
"9/26/2025","Meta AI - training bot","/capabilities","200","1","9/30/2025"
"9/26/2025","Facebook","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/26/2025","Unknown","/","304","1","9/25/2025"
"9/26/2025","Unknown","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/26/2025","Ahrefs","/blog/tags/sarima","200","1","9/25/2025"
"9/25/2025","OpenAI - user bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/25/2025","Perplexity - training bot","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/25/2025","Meta AI - training bot","/ai4lifesciences","200","2","9/30/2025"
"9/25/2025","bot_type_google_bot","/home","200","1","9/29/2025"
"9/25/2025","Meta AI - training bot","/blog","200","3","9/30/2025"
"9/25/2025","OpenAI - user bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/25/2025","OpenAI - user bot","/ai4lifesciences","200","2","9/30/2025"
"9/25/2025","Perplexity - training bot","/post/embracing-ai-the-future-of-pharma-marketing","200","1","9/29/2025"
"9/25/2025","OpenAI - user bot","/post/ai-in-pharma-marketing-at-the-crossroads-of-revolution","200","2","9/29/2025"
"9/25/2025","Meta AI - training bot","/post/the-data-driven-future-is-here-and-now-with-palantir-foundry","200","1","9/30/2025"
"9/25/2025","Googlebot - desktop","/blog/categories/generative-ai","200","1","9/30/2025"
"9/25/2025","Unknown","/blog-1/categories/palantir-foundry-resources","404","1","9/24/2025"
"9/25/2025","Meta AI - training bot","/capabilities","200","2","9/30/2025"
"9/25/2025","Googlebot - desktop","/","200","1","9/30/2025"
"9/25/2025","OpenAI - user bot","/capabilities","200","3","9/30/2025"
"9/25/2025","OpenAI - user bot","/blog/categories/palantir-foundry-resources","200","2","9/29/2025"
"9/25/2025","OpenAI - user bot","/blank","200","2","9/29/2025"
"9/25/2025","OpenAI - user bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/25/2025","bot_type_google_bot","/","200","1","9/30/2025"
"9/25/2025","Meta AI - training bot","/index.html","400","1","9/26/2025"
"9/25/2025","Ahrefs","/post/so-you-want-to-join-the-generative-ai-bandwagon-psst-here-s-a-cheat-sheet","200","1","9/30/2025"
"9/25/2025","Facebook","/robots.txt","200","3","9/30/2025"
"9/25/2025","OpenAI - user bot","/contact","200","1","9/29/2025"
"9/25/2025","Unknown","/capabilities/foundry-ontology-graphic.png","200","2","9/24/2025"
"9/25/2025","Unknown","/blog-1/categories/advanced-analytics","404","1","9/24/2025"
"9/25/2025","OpenAI - user bot","/","200","5","9/30/2025"
"9/25/2025","OpenAI - user bot","/blog/categories/advanced-analytics","200","1","9/30/2025"
"9/25/2025","SemrushBot","/blog/tags/large-language-model","200","1","9/24/2025"
"9/25/2025","Googlebot - desktop","/robots.txt","200","1","9/30/2025"
"9/25/2025","Ahrefs","/blog/categories/generative-ai","200","1","9/30/2025"
"9/25/2025","Ahrefs","/blog/tags/openai","200","1","9/29/2025"
"9/25/2025","Googlebot - Mobile","/","200","1","9/30/2025"
"9/25/2025","Perplexity - training bot","/capabilities/palantir-foundry-services","200","1","9/30/2025"
"9/25/2025","Perplexity - training bot","/ai4lifesciences","200","1","9/30/2025"
"9/25/2025","Meta AI - training bot","/","200","4","9/30/2025"
"9/25/2025","OpenAI - user bot","/blog","200","2","9/30/2025"
"9/25/2025","Ahrefs","/contact","200","1","9/29/2025"
"9/25/2025","Meta AI - training bot","/contact","200","1","9/29/2025"
"9/25/2025","Unknown","/","200","1","9/30/2025"
"9/25/2025","duckduckgo","/","200","1","9/30/2025"
"9/25/2025","Meta AI - training bot","/capabilities/palantir-foundry-services","200","3","9/30/2025"
"9/25/2025","Meta AI - training bot","/blog/categories/palantir-foundry-resources","200","1","9/29/2025"
"9/25/2025","Perplexity - training bot","/","200","1","9/30/2025"
"9/24/2025","Ahrefs","/blog/tags/generative-ai","200","1","9/23/2025"
"9/24/2025","OpenAI - user bot","/blog/categories/palantir-foundry-resources","200","2","9/29/2025"
"9/24/2025","Unknown","/blog/tags/lifesciences","200","1","9/29/2025"
"9/24/2025","Unknown","/blog/tags/llm","200","1","9/23/2025"
"9/24/2025","Unknown","/blog/tags/llama-2","200","1","9/23/2025"
"9/24/2025","Unknown","/","200","7","9/30/2025"
"9/24/2025","Ahrefs","/blog/tags/gpt-4","200","1","9/29/2025"
